Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year
PLUG,2020,22.35,18.682,84.287,41.8268,125604,968 Albany Shaker Road,12110,Latham,0,0,1,0,0,0,0,3674,PLUG POWER INC,1093691,USA,1603.196,2251.282,1312.404,139.386,64.041,222.366,784.363,273.096,0.0,0.172,61.23,1466.919,360.61,0.026,0.052,-176.912,-1.68,-596.155,-596.181,306.463,60.51,458.051,561.929,33.91,61.06,771.18,38.45,72.39,135.83,189.59,303.38
ROCK,2020,0.332,15.266,87.477,34.4231,29131,"3556 Lake Shore Road, PO Box 2028",14219-0228,Buffalo,0,0,1,0,0,0,0,3310,GIBRALTAR INDUSTRIES INC,912562,USA,425.46,1212.494,32.054,98.307,0.0,302.24,468.689,114.791,0.0,3.529,197.99,743.805,753.627,0.0,0.0,115.868,1.98,64.566,64.566,1032.578,0.703,32.54,111.4,71.94,194.46,984.45,141.18,78.48,673.96,774.74,32.29
HSKA,2019,0.0,9.1596,84.979,31.4455,65011,3760 Rocky Mountain Avenue,80538,Loveland,0,0,1,0,0,0,0,2835,HESKA CORP,1038133,USA,139.867,244.424,89.03,26.601,0.0,32.199,89.89,21.195,0.0,0.291,20.117,154.364,63.296,0.0,0.0,1.001,-0.2,-1.465,-1.465,122.661,3.089,7.882,52.627,95.94,19.83,156.45,20.06,25.1,122.41,66.21,7.68
REZI,2020,9.695,15.266,84.979,36.7066,34053,"16100 North 71st Street, Suite 550",85254,Austin,0,0,0,0,1,0,0,5065,RESIDEO TECHNOLOGIES,1740332,USA,2225.0,5610.0,517.0,672,0.0,1538.0,3617.0,451.0,0.0,12.0,863.0,1993.0,3663.0,0.0,0.0,351.0,0.3,37.0,37.0,5071.0,63.0,143.059,1302,21.26,851.0,5128,800,671,1602,3698,122.87
AYI,2019,0.755,12.5756,79.079,30.8621,146017,"1170 Peachtree Street, N.E., Suite 2300",30309-7676,Atlanta,0,0,1,0,0,0,0,3640,ACUITY BRANDS INC,1144215,USA,1441.8,3172.4,461.0,340.8,0.0,596.1,1253.5,277.3,0.0,1.0,561.0,1918.9,2133.4,0.0,20.8,468.1,8.32,330.4,330.4,3672.7,36.4,39.453,356.6,125.41,560.0,2988.8,636.6,411.8,1716.8,2136.7,39.99
GIII,2019,14.709,12.1221,84.979,37.3302,19402,512 Seventh Avenue,10018,New York,0,0,1,0,0,0,0,2300,G-III APPAREL GROUP LTD,821002,USA,1368.688,2565.137,197.372,551.918,0.0,613.96,1274.465,346.055,0.0,0.71,530.137,1290.672,2042.959,0.0,0.0,247.025,2.98,143.837,143.837,3160.464,44.407,48.01,709.673,27.21,529.43,2208.06,501.21,576.38,1189.01,1969.42,48.71
MIDD,2020,16.007,16.2031,84.979,39.1208,13570,1400 Toastmaster Drive,60120,Elgin,0,0,1,0,0,0,0,3580,MIDDLEBY CORP,769520,USA,1270.493,5202.474,268.103,540.198,0.0,700.258,3225.825,441.675,0.0,19.225,383.689,1976.649,1520.557,0.0,0.0,352.703,3.76,207.294,207.294,2513.257,78.617,55.638,1828.618,128.92,364.46,5002.14,455.4,585.7,1946.81,1751.27,56.19
NVST,2020,17.306,16.717,91.24,41.8167,35497,"Building E, 200 South Kraemer Boulevard",92821-6208,Brea,0,0,1,0,0,0,0,3843,ENVISTA HOLDINGS CORP,1757073,USA,1590.5,6876.0,888.9,266.9,0.0,1684.7,3155.0,468.3,0.0,37.1,361.0,3720.6,946.4,0.0,0.0,171.4,0.21,33.3,33.3,2282.0,62.5,160.027,1980.8,33.73,323.9,6158.3,420.8,277.9,3540.2,1107,158.7
NL,2019,0.0,10.8222,74.895,28.6289,7658,"Three Lincoln Center, Suite 1700, 5430 LBJ Freeway",75240-2620,Dallas,0,0,1,0,0,0,0,3562,NL INDUSTRIES,72162,USA,164.684,557.492,129.73,18.348,2.695,29.808,230.279,31.015,0.0,0.07,12.51,304.506,81.595,0.0,0.0,5.075,0.53,25.844,25.844,124.243,0.681,48.756,0.5,3.91,12.44,547.24,28.16,17.1,284.12,76.47,48.73
COP,2020,52.401,44.2261,93.739,63.4946,8549,925 North Eldridge Parkway,77079-2703,Houston,1,0,0,0,0,0,0,1311,CONOCOPHILLIPS,1163165,USA,12066.0,62618.0,2991.0,1002,4959.0,5366.0,32769.0,40676.0,0.0,0.0,2754.0,29849.0,13176.0,0.0,1831.0,-2865.0,-2.51,-2701.0,-2701.0,18784.0,861.0,1068.042,15854,39.99,2754.0,70514,3388,1026,34981,18117,1084.87
WST,2020,33.615,28.2648,87.477,49.834,11376,530 Herman O. West Drive,19341-0645,Exton,0,0,1,0,0,0,0,3060,WEST PHARMACEUTICAL SVSC INC,105770,USA,1373.7,2793.8,615.5,321.3,0.0,503.4,939.3,1011.5,0.0,1.1,385.3,1854.5,1270.0,0.0,48.8,418.9,4.68,346.2,346.2,2146.9,9.6,74.021,325.7,283.31,384.2,2341.4,318.8,235.7,1573.2,1130.8,74.09
RMD,2020,51.012,41.9891,84.979,59.3602,31887,9001 Spectrum Center Boulevard,92123,San Diego,0,0,1,0,0,0,0,3845,RESMED INC,943819,USA,1523.459,4587.376,463.156,416.915,0.0,602.761,2090.349,535.683,0.0,28.508,484.095,2497.027,1115.724,0.0,225.093,809.059,4.31,621.674,621.674,2957.013,40.377,144.887,1299.263,192.0,455.59,4107.68,513.15,349.64,2072.19,994.13,143.66
HII,2020,15.192,20.6167,87.477,41.1528,186310,4101 Washington Avenue,23607,Newport News,0,0,1,0,0,0,0,3730,HUNTINGTON INGALLS IND INC,1501585,USA,2444.0,8157.0,512.0,137,0.0,2226.0,6256.0,3170.0,0.0,2.0,1617.0,1901.0,7444.0,0.0,172.0,766.0,17.14,696.0,696.0,9361.0,93.0,40.5,1880,170.48,1615.0,7031,1452,136,1588,7141,40.8
ATI,2020,46.21,21.4933,87.477,51.7755,10405,"ATI Corporate, 2021 McKinney Avenue, Suite 1100",75201,Dallas,0,0,1,0,0,0,0,3350,ATI INC -NEW,1018963,USA,2066.0,4034.9,645.9,997.1,0.0,653.3,3393.5,1469.2,0.0,4.3,385.2,521.1,2530.8,0.0,0.0,99.0,-12.43,-1572.6,-1572.6,2982.1,103.8,126.818,1567.8,16.77,380.9,5634.6,596.3,1155.3,2090.1,3324.1,126.09
